presyn_cell,type_presyn,postsyn_cell,synapses,synapse_fraction
ventralParaPB2,Sensory neuron,paratroch,1,0.0011806375442739079
ventralParaPB2,Sensory neuron,spinGland,1,0.007936507936507936
ventralParaPB2,Sensory neuron,InterparaGland,2,0.6666666666666666
ventralParaPB2,Sensory neuron,pygidial-pigment-cell,1,0.043478260869565216
ventralParaPB2,Sensory neuron,MUSac-neuDy,1,0.3333333333333333
ventralParaPB2,Sensory neuron,MUSobP-neuV,2,0.017543859649122806
ventralParaPB2,Sensory neuron,MUSobP-notV,1,0.015625
interparaPM1,Sensory neuron,INsplitPBant,2,0.025974025974025976
interparaPM1,Sensory neuron,INsplitPB,30,0.07751937984496124
antPUc,Sensory neuron,antPUc,6,0.4
antPUc,Sensory neuron,hCR2,2,0.020618556701030927
antPUc,Sensory neuron,SNblunt,2,0.08695652173913043
antPUc,Sensory neuron,INarc1,3,0.018867924528301886
antPUc,Sensory neuron,INMC3,2,0.15384615384615385
antPUc,Sensory neuron,INsplitPBant,1,0.012987012987012988
antPUc,Sensory neuron,INsplitPUh,1,0.017241379310344827
antPUc,Sensory neuron,MC,7,0.07216494845360824
antPUc,Sensory neuron,MC3cover,2,0.014184397163120567
spinPU1,Sensory neuron,chaeMech,6,0.034482758620689655
spinPU1,Sensory neuron,ventralParaPB2,4,0.037037037037037035
spinPU1,Sensory neuron,ventralParaPU1,1,0.022222222222222223
spinPU1,Sensory neuron,SNPDF-pyg,2,0.03333333333333333
spinPU1,Sensory neuron,INsplitPBant,6,0.07792207792207792
spinPU1,Sensory neuron,INsplitPB,3,0.007751937984496124
spinPU1,Sensory neuron,MNspinning,6,0.03488372093023256
spinPU1,Sensory neuron,MNbiramous,1,0.010752688172043012
spinPU1,Sensory neuron,MNacic,1,0.07142857142857142
spinPU1,Sensory neuron,MNchae,1,0.08333333333333333
ventralParaPU1,Sensory neuron,chaeMech,7,0.040229885057471264
ventralParaPU1,Sensory neuron,spinPU1,1,0.1111111111111111
ventralParaPU1,Sensory neuron,ventralParaPU1,6,0.13333333333333333
ventralParaPU1,Sensory neuron,ventralpostParaPUc2,3,0.23076923076923078
ventralParaPU1,Sensory neuron,SNFVa,3,0.07692307692307693
ventralParaPU1,Sensory neuron,SNblunt,1,0.043478260869565216
ventralParaPU1,Sensory neuron,INFVa-pyg,5,0.13157894736842105
ventralParaPU1,Sensory neuron,INsplitPB,5,0.012919896640826873
ventralParaPU1,Sensory neuron,INbiaxH,2,0.02564102564102564
ventralParaPU1,Sensory neuron,INproT2,1,0.017241379310344827
ventralParaPU1,Sensory neuron,INleucoPU,23,0.39655172413793105
ventralParaPU1,Sensory neuron,INpreLadder,1,0.047619047619047616
ventralParaPU1,Sensory neuron,INsplitVent,1,0.029411764705882353
ventralParaPU1,Sensory neuron,Ser-h1,1,0.005263157894736842
ventralParaPU1,Sensory neuron,MNspinning,8,0.046511627906976744
ventralParaPU1,Sensory neuron,Loop,5,0.034722222222222224
ventralParaPU1,Sensory neuron,MNspiderATO-ant,1,0.018518518518518517
ventralParaPU1,Sensory neuron,MNspider-post,2,0.03508771929824561
ventralParaPU1,Sensory neuron,MNring,7,0.041916167664670656
ventralParaPU1,Sensory neuron,MNbow,2,0.08
ventralParaPU1,Sensory neuron,MNacicX,1,0.02702702702702703
ventralParaPU1,Sensory neuron,MC3cover,3,0.02127659574468085
ventralParaPU1,Sensory neuron,MNob-ipsi,1,0.08333333333333333
ventralParaPU1,Sensory neuron,Ser-tr1,4,0.04
ventralParaPU1,Sensory neuron,MNladder,17,0.11486486486486487
ventralParaPU1,Sensory neuron,MNpostacic,1,0.08333333333333333
ventralParaPU1,Sensory neuron,MNsmile,1,0.017543859649122806
ventralParaPU1,Sensory neuron,paratroch,1,0.0011806375442739079
ventralParaPU1,Sensory neuron,MUSobP-neuV,1,0.008771929824561403
ventralParaPU1,Sensory neuron,MUSobP-noty,2,0.07407407407407407
hPUc1,Sensory neuron,SNhorn,1,0.125
hPUc1,Sensory neuron,hPUc1,3,0.3333333333333333
hPUc1,Sensory neuron,INdecussPre,2,0.046511627906976744
hPUc1,Sensory neuron,INCrossbow,7,0.08433734939759036
hPUc1,Sensory neuron,INMBdesc2,1,0.0625
hPUc1,Sensory neuron,MNakro,1,0.09090909090909091
hPUc1,Sensory neuron,MUSpx,1,0.25
hPUc1,Sensory neuron,MUSpr-vt,1,1
pygCirrusPUSM,Sensory neuron,ventralParaPB2,1,0.009259259259259259
pygCirrusPUSM,Sensory neuron,pygCirrusPU,2,0.11764705882352941
pygCirrusPUSM,Sensory neuron,SNPDF-pyg,3,0.05
pygCirrusPUSM,Sensory neuron,SNpygM,1,0.08333333333333333
pygCirrusPUSM,Sensory neuron,INsplitPB,1,0.002583979328165375
pygCirrusPUSM,Sensory neuron,MUSlongV,6,0.01675977653631285
hCirrusPU,Sensory neuron,chaeMech,1,0.005747126436781609
hCirrusPU,Sensory neuron,hCirrusPU,1,0.047619047619047616
hCirrusPU,Sensory neuron,hCR2,1,0.010309278350515464
hCirrusPU,Sensory neuron,INsplitCR,1,0.002277904328018223
hCirrusPU,Sensory neuron,INbiaxLeg,5,0.14705882352941177
hCirrusPU,Sensory neuron,INcomm-Upstairs,5,0.09615384615384616
hCirrusPU,Sensory neuron,INcomm-Upcross,3,0.05
hCirrusPU,Sensory neuron,MNcrab,2,0.017857142857142856
hCirrusPU,Sensory neuron,MNwave,1,0.019230769230769232
hCirrusPU,Sensory neuron,MNchae,1,0.08333333333333333
ventralpostParaPUc2,Sensory neuron,chaeMech,5,0.028735632183908046
ventralpostParaPUc2,Sensory neuron,ventralParaPU1,4,0.08888888888888889
ventralpostParaPUc2,Sensory neuron,ventralpostParaPUc2,1,0.07692307692307693
ventralpostParaPUc2,Sensory neuron,SNFVa,1,0.02564102564102564
ventralpostParaPUc2,Sensory neuron,INdecussPre,1,0.023255813953488372
ventralpostParaPUc2,Sensory neuron,INsplitVent,1,0.029411764705882353
ventralpostParaPUc2,Sensory neuron,MNring,5,0.029940119760479042
ventralpostParaPUc2,Sensory neuron,MNbow,1,0.04
ventralpostParaPUc2,Sensory neuron,MNpostv,1,0.125
ventralpostParaPUc2,Sensory neuron,Ser-tr1,1,0.01
ventralpostParaPUc2,Sensory neuron,MNchae,1,0.08333333333333333
ventralpostParaPUc2,Sensory neuron,MUSac-notM,1,0.0196078431372549
ventralpostParaPUc2,Sensory neuron,MUSchae-notAac,1,0.005208333333333333
hPUc,Sensory neuron,hPUc,10,0.5263157894736842
hPUc,Sensory neuron,SNblunt,2,0.08695652173913043
hPUc,Sensory neuron,SNbronto,1,0.09090909090909091
hPUc,Sensory neuron,SN-DLSO1.1,2,0.6666666666666666
hPUc,Sensory neuron,MC2biax-1,1,0.5
hPUc,Sensory neuron,INarc1,1,0.006289308176100629
hPUc,Sensory neuron,INCM,3,0.016853932584269662
hPUc,Sensory neuron,INsplitCR,1,0.002277904328018223
hPUc,Sensory neuron,INMC3,1,0.07692307692307693
hPUc,Sensory neuron,INsplitPUh,13,0.22413793103448276
hPUc,Sensory neuron,INMBdesc2,1,0.0625
hPUc,Sensory neuron,MNant,3,0.015228426395939087
hPUc,Sensory neuron,MC3cover,4,0.028368794326241134
dsoPUc1unp,Sensory neuron,SN-DLSO1.2-1,4,0.26666666666666666
dsoPUc1unp,Sensory neuron,ventralParaPB2,1,0.009259259259259259
dsoPUc1unp,Sensory neuron,hPUc,1,0.05263157894736842
dsoPUc1unp,Sensory neuron,hCR2,3,0.030927835051546393
dsoPUc1unp,Sensory neuron,SN-DLSO1.1NP,3,0.1
dsoPUc1unp,Sensory neuron,INarc1,1,0.006289308176100629
dsoPUc1unp,Sensory neuron,INrope,1,0.012048192771084338
dsoPUc1unp,Sensory neuron,INbiax,2,0.058823529411764705
dsoPUc1unp,Sensory neuron,INsplitPUh,8,0.13793103448275862
dsoPUc1unp,Sensory neuron,INbigloop,1,0.05555555555555555
dsoPUc1unp,Sensory neuron,INcomm-Upcross,1,0.016666666666666666
dsoPUc1unp,Sensory neuron,INMBdescFMRF,1,0.06666666666666667
dsoPUc1unp,Sensory neuron,MNant,1,0.005076142131979695
dsoPUc1unp,Sensory neuron,Ser-tr1,1,0.01
dsoPUc1unp,Sensory neuron,MNgland-head,4,0.09302325581395349
dsoPUc1unp,Sensory neuron,CB-pigment,1,0.1
pygCirrusPU,Sensory neuron,ventralParaPB2,4,0.037037037037037035
pygCirrusPU,Sensory neuron,hCirrusPU,1,0.047619047619047616
pygCirrusPU,Sensory neuron,pygCirrusPU,6,0.35294117647058826
pygCirrusPU,Sensory neuron,VentralpygCR2,2,0.020833333333333332
pygCirrusPU,Sensory neuron,SNPDF-pyg,2,0.03333333333333333
pygCirrusPU,Sensory neuron,SNpygM,2,0.16666666666666666
pygCirrusPU,Sensory neuron,INFVa-pyg,3,0.07894736842105263
pygCirrusPU,Sensory neuron,INsplitCR,3,0.00683371298405467
pygCirrusPU,Sensory neuron,INsplitPB,5,0.012919896640826873
pygCirrusPU,Sensory neuron,INbiaxLeg,9,0.2647058823529412
pygCirrusPU,Sensory neuron,INcomm-Upstairs,1,0.019230769230769232
pygCirrusPU,Sensory neuron,INasc-pyg,3,0.018072289156626505
pygCirrusPU,Sensory neuron,MNcrab,2,0.017857142857142856
hPU2l-asymPDF,Sensory neuron,SNbicil,2,0.125
hPU2l-asymPDF,Sensory neuron,pygPBunp,1,0.014285714285714285
hPU2l-asymPDF,Sensory neuron,cMNPDF-vcl1,2,0.08695652173913043
hPU2l-asymPDF,Sensory neuron,cMNdc,2,0.043478260869565216
hPU2l-asymPDF,Sensory neuron,INarc1,1,0.006289308176100629
hPU2l-asymPDF,Sensory neuron,INrope,4,0.04819277108433735
hPU2l-asymPDF,Sensory neuron,INMBdesc3,1,0.1
hPU2l-asymPDF,Sensory neuron,MC3cover,2,0.014184397163120567
hPU2l-asymPDF,Sensory neuron,MNmouth,1,0.03125
hPU2l-asymPDF,Sensory neuron,covercell,7,0.010835913312693499
hCR2,Sensory neuron,pygPBunp,4,0.05714285714285714
hCR2,Sensory neuron,chaeMech,4,0.022988505747126436
hCR2,Sensory neuron,ventralParaPB2,1,0.009259259259259259
hCR2,Sensory neuron,antPUc,5,0.3333333333333333
hCR2,Sensory neuron,hCirrusPU,5,0.23809523809523808
hCR2,Sensory neuron,hPUc,1,0.05263157894736842
hCR2,Sensory neuron,hCR2,25,0.25773195876288657
hCR2,Sensory neuron,VentralpygCR2,5,0.052083333333333336
hCR2,Sensory neuron,doCRunp; SN,6,0.5454545454545454
hCR2,Sensory neuron,INCrossbow,6,0.07228915662650602
hCR2,Sensory neuron,INarc1,28,0.1761006289308176
hCR2,Sensory neuron,INrope,20,0.24096385542168675
hCR2,Sensory neuron,INCM,138,0.7752808988764045
hCR2,Sensory neuron,INsplitCR,91,0.2072892938496583
hCR2,Sensory neuron,INsplitCRATO,3,0.05084745762711865
hCR2,Sensory neuron,INsplitPUh,2,0.034482758620689655
hCR2,Sensory neuron,INbiaxLeg,3,0.08823529411764706
hCR2,Sensory neuron,INbiaxH,4,0.05128205128205128
hCR2,Sensory neuron,INbigloop,1,0.05555555555555555
hCR2,Sensory neuron,INcomm-Upstairs,1,0.019230769230769232
hCR2,Sensory neuron,INasc-pyg,1,0.006024096385542169
hCR2,Sensory neuron,INleucoPU,1,0.017241379310344827
hCR2,Sensory neuron,INcomm-Upcross,23,0.38333333333333336
hCR2,Sensory neuron,INcomm-DownL,6,0.17647058823529413
hCR2,Sensory neuron,INtorii,2,0.06060606060606061
hCR2,Sensory neuron,MC,6,0.061855670103092786
hCR2,Sensory neuron,MNant,3,0.015228426395939087
hCR2,Sensory neuron,MNcrab,6,0.05357142857142857
hCR2,Sensory neuron,MC3cover,1,0.0070921985815602835
hCR2,Sensory neuron,MNgland-head,2,0.046511627906976744
hCR2,Sensory neuron,prototroch,2,0.0024449877750611247
VentralpygCR2,Sensory neuron,pygPBunp,8,0.11428571428571428
VentralpygCR2,Sensory neuron,chaeMech,12,0.06896551724137931
VentralpygCR2,Sensory neuron,ventralParaPB2,2,0.018518518518518517
VentralpygCR2,Sensory neuron,hCirrusPU,1,0.047619047619047616
VentralpygCR2,Sensory neuron,pygCirrusPU,3,0.17647058823529413
VentralpygCR2,Sensory neuron,hCR2,6,0.061855670103092786
VentralpygCR2,Sensory neuron,VentralpygCR2,42,0.4375
VentralpygCR2,Sensory neuron,doCRunp; SN,1,0.09090909090909091
VentralpygCR2,Sensory neuron,SNPDF-pyg,2,0.03333333333333333
VentralpygCR2,Sensory neuron,SNpygM,1,0.08333333333333333
VentralpygCR2,Sensory neuron,INsplitCR,73,0.1662870159453303
VentralpygCR2,Sensory neuron,INsplitCRATO,14,0.23728813559322035
VentralpygCR2,Sensory neuron,INbiaxLeg,8,0.23529411764705882
VentralpygCR2,Sensory neuron,INbiaxH,3,0.038461538461538464
VentralpygCR2,Sensory neuron,INcomm-Upstairs,8,0.15384615384615385
VentralpygCR2,Sensory neuron,INasc-pyg,6,0.03614457831325301
VentralpygCR2,Sensory neuron,INcomm-Upcross,11,0.18333333333333332
VentralpygCR2,Sensory neuron,MNcrab,20,0.17857142857142858
VentralpygCR2,Sensory neuron,cioMNcover,3,0.17647058823529413
doCRunp; SN,Sensory neuron,pygPBunp,1,0.014285714285714285
doCRunp; SN,Sensory neuron,hCirrusPU,1,0.047619047619047616
doCRunp; SN,Sensory neuron,hCR2,3,0.030927835051546393
doCRunp; SN,Sensory neuron,INrope,1,0.012048192771084338
doCRunp; SN,Sensory neuron,INCM,3,0.016853932584269662
doCRunp; SN,Sensory neuron,INsplitCR,4,0.009111617312072893
doCRunp; SN,Sensory neuron,INcomm-DownL,2,0.058823529411764705
doCRunp; SN,Sensory neuron,MC,1,0.010309278350515464
doCRunp; SN,Sensory neuron,MNcrab,3,0.026785714285714284
SN-DLSO1.0,Sensory neuron,SN-DLSO,12,0.11009174311926606
SN-DLSO1.0,Sensory neuron,SN-DLSO2l,10,0.3333333333333333
SN-DLSO1.0,Sensory neuron,SNMB2,2,0.14285714285714285
SN-DLSO1.0,Sensory neuron,SNadNS22,1,0.5
SN-NS1,Sensory neuron,SNnuchNS,1,0.041666666666666664
SN-NS1,Sensory neuron,SN-DLSO1.2,1,0.09090909090909091
SN-NS1,Sensory neuron,SN-DLSO,4,0.03669724770642202
SN-NS1,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SN-NS1,Sensory neuron,SN-ASTC,1,0.02040816326530612
SN-NS1,Sensory neuron,SN-MIP4,1,1
SN-NS1,Sensory neuron,SN-WLD,1,0.023809523809523808
SN-NS1,Sensory neuron,SN-NS15,1,0.3333333333333333
SN-NS1,Sensory neuron,SN-NS22,2,0.3333333333333333
SN-NS1,Sensory neuron,SN-YF5cil,1,0.045454545454545456
SN-NS1,Sensory neuron,INRGWa,1,0.003424657534246575
SN-NS3,Sensory neuron,SN-DLSO1.2,1,0.09090909090909091
SN-NS3,Sensory neuron,SN-WLD,7,0.16666666666666666
SN-NS3,Sensory neuron,SN-NS5,1,0.09090909090909091
SN-NS3,Sensory neuron,SN-NS27,1,1
SN-NS3,Sensory neuron,SN-NS18,1,0.25
SN-NS3,Sensory neuron,SN-NS16,2,0.18181818181818182
SN-NS3,Sensory neuron,SN-DLSO1.3,1,0.08333333333333333
SN-NS4,Sensory neuron,SN47Ach,1,0.14285714285714285
SN-NS4,Sensory neuron,SN-NS19,1,0.014285714285714285
SN-NS4,Sensory neuron,INRGWa,1,0.003424657534246575
SN-NS4,Sensory neuron,INarc2,3,0.03225806451612903
SN-NS4,Sensory neuron,INDLSO,1,0.058823529411764705
SN-NS15,Sensory neuron,SNnuchNS,6,0.25
SN-NS15,Sensory neuron,SN-DLSO,1,0.009174311926605505
SN-NS15,Sensory neuron,SN-NS15,1,0.3333333333333333
SN-NS15,Sensory neuron,SN-YF5cil,10,0.45454545454545453
SN-NS15,Sensory neuron,SN-NS16,1,0.09090909090909091
SNaant,Sensory neuron,SNMB2,1,0.07142857142857142
SNaant,Sensory neuron,INbiax,1,0.029411764705882353
SNaant,Sensory neuron,INdc,3,0.12
SNaant,Sensory neuron,INW,1,0.010752688172043012
SNaant,Sensory neuron,INMBtype7,2,0.16666666666666666
SNaant,Sensory neuron,INZ,11,0.24444444444444444
SNPDF-pyg,Sensory neuron,ventralParaPB2,1,0.009259259259259259
SNPDF-pyg,Sensory neuron,hCirrusPU,1,0.047619047619047616
SNPDF-pyg,Sensory neuron,SNstiff,6,0.4
SNPDF-pyg,Sensory neuron,cMNdc,3,0.06521739130434782
SNPDF-pyg,Sensory neuron,INrope,1,0.012048192771084338
SNPDF-pyg,Sensory neuron,INsplitCR,3,0.00683371298405467
SNPDF-pyg,Sensory neuron,INsplitPB-RF/Ya,2,0.1
SNPDF-pyg,Sensory neuron,INsplitPBant,1,0.012987012987012988
SNPDF-pyg,Sensory neuron,INsplitPB,5,0.012919896640826873
SNPDF-pyg,Sensory neuron,INsplitPUh,3,0.05172413793103448
SNPDF-pyg,Sensory neuron,INleucoPU,1,0.017241379310344827
SNPDF-pyg,Sensory neuron,INcommascFV,1,0.0625
SNPDF-pyg,Sensory neuron,INdescLuqinPDF,8,0.1702127659574468
SNPDF-pyg,Sensory neuron,INbiaxHmid,1,0.25
SNPDF-pyg,Sensory neuron,INhorn,1,0.01818181818181818
SNPDF-pyg,Sensory neuron,INMBPDF,5,0.16129032258064516
SNPDF-pyg,Sensory neuron,INtorii,5,0.15151515151515152
SNPDF-pyg,Sensory neuron,INiaStiff,2,0.10526315789473684
SNPDF-pyg,Sensory neuron,MNant,3,0.015228426395939087
SNPDF-pyg,Sensory neuron,MNspinning,1,0.005813953488372093
SNPDF-pyg,Sensory neuron,Loop,1,0.006944444444444444
SNPDF-pyg,Sensory neuron,MC3cover,1,0.0070921985815602835
SN-NS22,Sensory neuron,SN-DLSO1.2,1,0.09090909090909091
SN-NS22,Sensory neuron,SN-DLSO,2,0.01834862385321101
SN-NS22,Sensory neuron,SN-WLD,2,0.047619047619047616
SN-NS5,Sensory neuron,SN-MIP1,1,0.024390243902439025
SN-NS5,Sensory neuron,SN-NS20,1,0.05
SN-NS5,Sensory neuron,SN-NS16,1,0.09090909090909091
SN-NS5,Sensory neuron,INpreSer,2,0.25
SN-NS5,Sensory neuron,INRGWa,16,0.0547945205479452
SN-NS5,Sensory neuron,INarc2,1,0.010752688172043012
SN-NS17,Sensory neuron,SN-DLSO,3,0.027522935779816515
SN-NS17,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SN-NS17,Sensory neuron,SNMB2,1,0.07142857142857142
SN-NS17,Sensory neuron,SN-DLSO3,1,0.09090909090909091
SN-NS17,Sensory neuron,SN-NS22,1,0.16666666666666666
SN-NS17,Sensory neuron,SN-DLSO1.3,1,0.08333333333333333
SN-YF5cil,Sensory neuron,cPRC,2,0.2222222222222222
SN-YF5cil,Sensory neuron,SNnuchNS,4,0.16666666666666666
SN-YF5cil,Sensory neuron,SN-DLSO,2,0.01834862385321101
SN-YF5cil,Sensory neuron,SN-ASTC,1,0.02040816326530612
SN-YF5cil,Sensory neuron,SN-MIP1,1,0.024390243902439025
SN-YF5cil,Sensory neuron,SN-WLD,2,0.047619047619047616
SN-YF5cil,Sensory neuron,SN-NS15,1,0.3333333333333333
SN-YF5cil,Sensory neuron,INarc2,1,0.010752688172043012
SN-NS19,Sensory neuron,MC3cover,1,0.0070921985815602835
SN-NS20,Sensory neuron,cPRC,1,0.1111111111111111
SN-NS6,Sensory neuron,SN-DLSO2l,2,0.06666666666666667
SN-NS29,Sensory neuron,SNnuchPDF,1,0.009900990099009901
SN-NS29,Sensory neuron,SN-DLSO,1,0.009174311926605505
SN-NS29,Sensory neuron,SN-MIP1,1,0.024390243902439025
SN-NS29,Sensory neuron,SN-WLD,2,0.047619047619047616
SN-NS29,Sensory neuron,SN47Ach,1,0.14285714285714285
SN-NS29,Sensory neuron,INarc2,1,0.010752688172043012
SN-NS29,Sensory neuron,INpear,1,0.1111111111111111
SN-NS29,Sensory neuron,Glia-pigmented,1,0.125
SN-NS27,Sensory neuron,cPRC,1,0.1111111111111111
SN-NS27,Sensory neuron,SN-DLSO,1,0.009174311926605505
SN-NS27,Sensory neuron,SN-MIP1,1,0.024390243902439025
SN-NS27,Sensory neuron,SN-NS3,1,0.3333333333333333
SN-NS27,Sensory neuron,SN-NS17,1,0.125
SN-NS27,Sensory neuron,SN-YF5cil,1,0.045454545454545456
SN-NS27,Sensory neuron,SN-NS18,2,0.5
SN-NS18,Sensory neuron,SNnuchNS,1,0.041666666666666664
SN-NS18,Sensory neuron,SN-DLSO,1,0.009174311926605505
SN-NS18,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SN-NS18,Sensory neuron,SN-WLD,1,0.023809523809523808
SN-NS18,Sensory neuron,SN-NS16,1,0.09090909090909091
SN-NS18,Sensory neuron,INRGWa,1,0.003424657534246575
SN-NS18,Sensory neuron,INNOS,3,0.043478260869565216
SN-NS16,Sensory neuron,SNnuchNS,5,0.20833333333333334
SN-NS16,Sensory neuron,SN-WLD,1,0.023809523809523808
SN-NS16,Sensory neuron,SN-NS5,1,0.09090909090909091
SN-NS16,Sensory neuron,SN-YF5cil,5,0.22727272727272727
SN-NS16,Sensory neuron,INRGWa,4,0.0136986301369863
SNadNS22,Sensory neuron,SN-DLSO,1,0.009174311926605505
SNadNS22,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SNadNS22,Sensory neuron,SN-DLSO1.0,1,0.125
SNadNS22,Sensory neuron,SN-NS17,1,0.125
SNadNS22,Sensory neuron,SNadNS22,1,0.5
SNFVa,Sensory neuron,ventralParaPB2,1,0.009259259259259259
SNFVa,Sensory neuron,SNPDF-pyg,1,0.016666666666666666
SNFVa,Sensory neuron,SNblunt,3,0.13043478260869565
SNFVa,Sensory neuron,INrope,1,0.012048192771084338
SNFVa,Sensory neuron,INsplitPB,5,0.012919896640826873
SNFVa,Sensory neuron,INasc-pyg,1,0.006024096385542169
SNFVa,Sensory neuron,INsplitBronto,1,0.0125
SNFVa,Sensory neuron,INdescLuqinPDF,1,0.02127659574468085
SNFVa,Sensory neuron,INcommdescFVa,4,0.26666666666666666
SNFVa,Sensory neuron,INhorn,1,0.01818181818181818
SNFVa,Sensory neuron,INiaStiff,1,0.05263157894736842
SNFVa,Sensory neuron,MNspinning,7,0.040697674418604654
SNFVa,Sensory neuron,Loop,1,0.006944444444444444
SNFVa,Sensory neuron,MNbiramous,1,0.010752688172043012
SNFVa,Sensory neuron,MNring,1,0.005988023952095809
SNFVa,Sensory neuron,MNbow,2,0.08
SNFVa,Sensory neuron,MC3cover,18,0.1276595744680851
SNblunt,Sensory neuron,ventralParaPB2,3,0.027777777777777776
SNblunt,Sensory neuron,ventralParaPU1,1,0.022222222222222223
SNblunt,Sensory neuron,SNFVa,4,0.10256410256410256
SNblunt,Sensory neuron,cMNdc,1,0.021739130434782608
SNblunt,Sensory neuron,INCM,2,0.011235955056179775
SNblunt,Sensory neuron,INMC3,1,0.07692307692307693
SNblunt,Sensory neuron,INsplitPB,4,0.0103359173126615
SNblunt,Sensory neuron,INsplitPUh,5,0.08620689655172414
SNblunt,Sensory neuron,INbiaxH,2,0.02564102564102564
SNblunt,Sensory neuron,INsplitBronto,2,0.025
SNblunt,Sensory neuron,INsplitVent,3,0.08823529411764706
SNblunt,Sensory neuron,INcommascFV,2,0.125
SNblunt,Sensory neuron,MNant,1,0.005076142131979695
SNblunt,Sensory neuron,MNspinning,3,0.01744186046511628
SNblunt,Sensory neuron,Loop,1,0.006944444444444444
SNblunt,Sensory neuron,MC3cover,8,0.05673758865248227
SNblunt,Sensory neuron,Ser-tr1,1,0.01
SN-DLSO1.3,Sensory neuron,SNnuchPDF,5,0.04950495049504951
SN-DLSO1.3,Sensory neuron,SNPDF-dcl1,10,0.9090909090909091
SN-DLSO1.3,Sensory neuron,SN-DLSO,1,0.009174311926605505
SN-DLSO1.3,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SN-DLSO1.3,Sensory neuron,SN-WLD,4,0.09523809523809523
SN-DLSO1.3,Sensory neuron,SN-DSO17,2,0.10526315789473684
SN-DLSO1.3,Sensory neuron,SN-DLSO1.3,1,0.08333333333333333
SN-DLSO1.3,Sensory neuron,SNtorii,1,0.5
SNstiff,Sensory neuron,SNhorn,1,0.125
SNstiff,Sensory neuron,hPUc1,1,0.1111111111111111
SNstiff,Sensory neuron,cMNdc,1,0.021739130434782608
SNstiff,Sensory neuron,INarc1,1,0.006289308176100629
SNstiff,Sensory neuron,INcommascFV,1,0.0625
SNstiff,Sensory neuron,INdescLuqinPDF,1,0.02127659574468085
SNstiff,Sensory neuron,INhorn,8,0.14545454545454545
SNstiff,Sensory neuron,INMBPDF,5,0.16129032258064516
SNstiff,Sensory neuron,INiaStiff,5,0.2631578947368421
SNstiff,Sensory neuron,metatroch,1,0.008695652173913044
SNbronto,Sensory neuron,chaeMech,5,0.028735632183908046
SNbronto,Sensory neuron,ventralParaPB2,1,0.009259259259259259
SNbronto,Sensory neuron,INrope,12,0.14457831325301204
SNbronto,Sensory neuron,INCM,3,0.016853932584269662
SNbronto,Sensory neuron,INsplitCR,2,0.004555808656036446
SNbronto,Sensory neuron,INMC3,1,0.07692307692307693
SNbronto,Sensory neuron,INbiax,1,0.029411764705882353
SNbronto,Sensory neuron,INsplitPB,2,0.00516795865633075
SNbronto,Sensory neuron,INsplitPUh,1,0.017241379310344827
SNbronto,Sensory neuron,INasc-pyg,4,0.024096385542168676
SNbronto,Sensory neuron,INsplitBronto,20,0.25
SNbronto,Sensory neuron,INMBdesc2,1,0.0625
SNbronto,Sensory neuron,MNspinning,5,0.029069767441860465
SNbronto,Sensory neuron,Loop,1,0.006944444444444444
SNbronto,Sensory neuron,MC3cover,20,0.14184397163120568
SNpygM,Sensory neuron,pygPBunp,1,0.014285714285714285
SNpygM,Sensory neuron,ventralParaPB2,2,0.018518518518518517
SNpygM,Sensory neuron,SNPDF-pyg,13,0.21666666666666667
SNpygM,Sensory neuron,INsplitCR,2,0.004555808656036446
SNpygM,Sensory neuron,INsplitPB,3,0.007751937984496124
SNpygM,Sensory neuron,INbiaxH,2,0.02564102564102564
SNpygM,Sensory neuron,INasc-pyg,17,0.10240963855421686
SNpygM,Sensory neuron,INcomm-DownL,1,0.029411764705882353
SNpygM,Sensory neuron,INbiaxHmid,2,0.5
SN-DLSO1.1,Sensory neuron,hPUc1,1,0.1111111111111111
SN-DLSO1.1,Sensory neuron,hPUc,1,0.05263157894736842
SN-DLSO1.1,Sensory neuron,dsoPUc1unp,1,0.3333333333333333
SN-DLSO1.1,Sensory neuron,MC2biax-1,1,0.5
SN-DLSO1.1,Sensory neuron,INfoot,1,0.08333333333333333
SN-DLSO1.1,Sensory neuron,MC3cover,2,0.014184397163120567
SNtorii,Sensory neuron,SNnuchPDF,5,0.04950495049504951
SNtorii,Sensory neuron,SNlasso,2,0.06451612903225806
SNtorii,Sensory neuron,SN-DSO17,1,0.05263157894736842
SNtorii,Sensory neuron,SN-DLSO1.3,4,0.3333333333333333
SNtorii,Sensory neuron,INZ,1,0.022222222222222223
SNtorii,Sensory neuron,INbigloop,4,0.2222222222222222
SNtorii,Sensory neuron,INasc-pyg,4,0.024096385542168676
SNtorii,Sensory neuron,INhorn,7,0.12727272727272726
SNtorii,Sensory neuron,INtorii,8,0.24242424242424243
SNtorii,Sensory neuron,MNant,7,0.03553299492385787
SNtrpa,Sensory neuron,INW,4,0.043010752688172046
SNtrpa,Sensory neuron,INMBtype2,1,0.3333333333333333
IN1,interneuron,PRC,1,0.034482758620689655
IN1,interneuron,IN1,87,0.21014492753623187
IN1,interneuron,INton,28,0.8484848484848485
