presyn_cell,type_presyn,postsyn_cell,synapses,synapse_fraction
ventralParaPB2,Sensory neuron,spinGland,1,0.0079365079365079309
ventralParaPB2,Sensory neuron,InterparaGland,2,0.6666666666666666
ventralParaPB2,Sensory neuron,pygidial-pigment-cell,1,0.04347826086956521
ventralParaPB2,Sensory neuron,MUSac-neuDy,1,0.3333333333333333
ventralParaPB2,Sensory neuron,MUSobP-neuV,2,0.0175438596491228
ventralParaPB2,Sensory neuron,MUSobP-notV,1,0.015625
interparaPM1,Sensory neuron,INsplitPBant,2,0.02597402597402597
interparaPM1,Sensory neuron,INsplitPB,30,0.07751937984496124
antPUc,Sensory neuron,antPUc,6,0.4
antPUc,Sensory neuron,hCR2,2,0.02061855670103092
antPUc,Sensory neuron,SNblunt,2,0.08695652173913043
antPUc,Sensory neuron,INarc1,3,0.01886792452830188
antPUc,Sensory neuron,INMC3,2,0.15384615384615383
antPUc,Sensory neuron,INsplitPBant,1,0.01298701298701298
antPUc,Sensory neuron,INsplitPUh,1,0.01724137931034482
antPUc,Sensory neuron,MC,7,0.07216494845360824
antPUc,Sensory neuron,MC3cover,2,0.01418439716312056
spinPU1,Sensory neuron,chaeMech,6,0.03448275862068965
spinPU1,Sensory neuron,ventralParaPB2,4,0.03703703703703703
spinPU1,Sensory neuron,ventralParaPU1,1,0.02222222222222222
spinPU1,Sensory neuron,SNPDF-pyg,2,0.03333333333333333
spinPU1,Sensory neuron,INsplitPBant,6,0.07792207792207792
spinPU1,Sensory neuron,INsplitPB,3,0.00775193798449612
spinPU1,Sensory neuron,MNspinning,6,0.03488372093023256
spinPU1,Sensory neuron,MNbiramous,1,0.01075268817204301
spinPU1,Sensory neuron,MNacic,1,0.07142857142857142
spinPU1,Sensory neuron,MNchae,1,0.08333333333333333
ventralParaPU1,Sensory neuron,chaeMech,7,0.04022988505747126
ventralParaPU1,Sensory neuron,spinPU1,1,0.1111111111111111
ventralParaPU1,Sensory neuron,ventralParaPU1,6,0.13333333333333333
ventralParaPU1,Sensory neuron,ventralpostParaPUc2,3,0.2307692307692308
ventralParaPU1,Sensory neuron,SNFVa,3,0.07692307692307693
ventralParaPU1,Sensory neuron,SNblunt,1,0.04347826086956521
ventralParaPU1,Sensory neuron,INFVa-pyg,5,0.13157894736842105
ventralParaPU1,Sensory neuron,INsplitPB,5,0.01291989664082687
ventralParaPU1,Sensory neuron,INbiaxH,2,0.02564102564102564
ventralParaPU1,Sensory neuron,INproT2,1,0.01724137931034482
ventralParaPU1,Sensory neuron,INleucoPU,23,0.39655172413793105
ventralParaPU1,Sensory neuron,INpreLadder,1,0.04761904761904761
ventralParaPU1,Sensory neuron,INsplitVent,1,0.02941176470588235
ventralParaPU1,Sensory neuron,Ser-h1,1,0.00526315789473684
ventralParaPU1,Sensory neuron,MNspinning,8,0.04651162790697674
ventralParaPU1,Sensory neuron,Loop,5,0.03472222222222222
ventralParaPU1,Sensory neuron,MNspiderATO-ant,1,0.01851851851851851
ventralParaPU1,Sensory neuron,MNspider-post,2,0.03508771929824561
ventralParaPU1,Sensory neuron,MNring,7,0.04191616766467065
ventralParaPU1,Sensory neuron,MNbow,2,0.08
ventralParaPU1,Sensory neuron,MNacicX,1,0.02702702702702703
ventralParaPU1,Sensory neuron,MC3cover,3,0.02127659574468085
ventralParaPU1,Sensory neuron,MNob-ipsi,1,0.08333333333333333
ventralParaPU1,Sensory neuron,Ser-tr1,4,0.04
ventralParaPU1,Sensory neuron,MNladder,17,0.11486486486486489
ventralParaPU1,Sensory neuron,MNpostacic,1,0.08333333333333333
ventralParaPU1,Sensory neuron,MNsmile,1,0.0175438596491228
ventralParaPU1,Sensory neuron,paratroch,1,0.0011806375442739
ventralParaPU1,Sensory neuron,MUSobP-neuV,1,0.0087719298245614
ventralParaPU1,Sensory neuron,MUSobP-noty,2,0.07407407407407407
hPUc1,Sensory neuron,SNhorn,1,0.125
hPUc1,Sensory neuron,hPUc1,3,0.3333333333333333
hPUc1,Sensory neuron,INdecussPre,2,0.04651162790697674
hPUc1,Sensory neuron,INCrossbow,7,0.08433734939759036
hPUc1,Sensory neuron,INMBdesc2,1,0.0625
hPUc1,Sensory neuron,MNakro,1,0.09090909090909093
hPUc1,Sensory neuron,MUSpx,1,0.25
hPUc1,Sensory neuron,MUSpr-vt,1,1
pygCirrusPUSM,Sensory neuron,ventralParaPB2,1,0.00925925925925925
pygCirrusPUSM,Sensory neuron,pygCirrusPU,2,0.1176470588235294
pygCirrusPUSM,Sensory neuron,SNPDF-pyg,3,0.05
pygCirrusPUSM,Sensory neuron,SNpygM,1,0.08333333333333333
pygCirrusPUSM,Sensory neuron,INsplitPB,1,0.00258397932816537
pygCirrusPUSM,Sensory neuron,MUSlongV,6,0.01675977653631285
hCirrusPU,Sensory neuron,chaeMech,1,0.0057471264367816
hCirrusPU,Sensory neuron,hCirrusPU,1,0.04761904761904761
hCirrusPU,Sensory neuron,hCR2,1,0.01030927835051546
hCirrusPU,Sensory neuron,INsplitCR,1,0.00227790432801822
hCirrusPU,Sensory neuron,INbiaxLeg,5,0.14705882352941177
hCirrusPU,Sensory neuron,INcomm-Upstairs,4,0.07692307692307693
hCirrusPU,Sensory neuron,INcomm-Upcross,3,0.05
hCirrusPU,Sensory neuron,MNcrab,2,0.01785714285714285
hCirrusPU,Sensory neuron,MNwave,1,0.01923076923076923
hCirrusPU,Sensory neuron,MNchae,1,0.08333333333333333
ventralpostParaPUc2,Sensory neuron,chaeMech,5,0.02873563218390804
ventralpostParaPUc2,Sensory neuron,ventralParaPU1,4,0.08888888888888889
ventralpostParaPUc2,Sensory neuron,ventralpostParaPUc2,1,0.07692307692307693
ventralpostParaPUc2,Sensory neuron,SNFVa,1,0.02564102564102564
ventralpostParaPUc2,Sensory neuron,INdecussPre,1,0.02325581395348837
ventralpostParaPUc2,Sensory neuron,INsplitVent,1,0.02941176470588235
ventralpostParaPUc2,Sensory neuron,MNring,5,0.02994011976047904
ventralpostParaPUc2,Sensory neuron,MNbow,1,0.04
ventralpostParaPUc2,Sensory neuron,MNpostv,1,0.125
ventralpostParaPUc2,Sensory neuron,Ser-tr1,1,0.01
ventralpostParaPUc2,Sensory neuron,MNchae,1,0.08333333333333333
ventralpostParaPUc2,Sensory neuron,MUSac-notM,1,0.0196078431372549
ventralpostParaPUc2,Sensory neuron,MUSchae-notAac,1,0.00520833333333333
hPUc,Sensory neuron,hPUc,10,0.5263157894736842
hPUc,Sensory neuron,SNblunt,2,0.08695652173913043
hPUc,Sensory neuron,SNbronto,1,0.09090909090909093
hPUc,Sensory neuron,SN-DLSO1.1,2,0.6666666666666666
hPUc,Sensory neuron,MC2biax-1,1,0.5
hPUc,Sensory neuron,INarc1,1,0.00628930817610062
hPUc,Sensory neuron,INCM,3,0.01685393258426966
hPUc,Sensory neuron,INsplitCR,1,0.00227790432801822
hPUc,Sensory neuron,INMC3,1,0.07692307692307693
hPUc,Sensory neuron,INsplitPUh,13,0.22413793103448276
hPUc,Sensory neuron,INMBdesc2,1,0.0625
hPUc,Sensory neuron,MNant,3,0.01522842639593908
hPUc,Sensory neuron,MC3cover,4,0.02836879432624113
dsoPUc1unp,Sensory neuron,SN-DLSO1.2-1,4,0.26666666666666666
dsoPUc1unp,Sensory neuron,ventralParaPB2,1,0.00925925925925925
dsoPUc1unp,Sensory neuron,hPUc,1,0.05263157894736842
dsoPUc1unp,Sensory neuron,hCR2,3,0.03092783505154639
dsoPUc1unp,Sensory neuron,SN-DLSO1.1NP,3,0.1
dsoPUc1unp,Sensory neuron,INarc1,1,0.00628930817610062
dsoPUc1unp,Sensory neuron,INrope,1,0.01204819277108433
dsoPUc1unp,Sensory neuron,INbiax,2,0.0588235294117647
dsoPUc1unp,Sensory neuron,INsplitPUh,8,0.13793103448275862
dsoPUc1unp,Sensory neuron,INbigloop,1,0.05555555555555555
dsoPUc1unp,Sensory neuron,INcomm-Upcross,1,0.01666666666666666
dsoPUc1unp,Sensory neuron,INMBdescFMRF,1,0.06666666666666667
dsoPUc1unp,Sensory neuron,MNant,1,0.00507614213197969
dsoPUc1unp,Sensory neuron,Ser-tr1,1,0.01
dsoPUc1unp,Sensory neuron,MNgland-head,4,0.09302325581395347
dsoPUc1unp,Sensory neuron,CB-pigment,1,0.1
pygCirrusPU,Sensory neuron,ventralParaPB2,4,0.03703703703703703
pygCirrusPU,Sensory neuron,hCirrusPU,1,0.04761904761904761
pygCirrusPU,Sensory neuron,pygCirrusPU,6,0.35294117647058826
pygCirrusPU,Sensory neuron,VentralpygCR2,2,0.02083333333333333
pygCirrusPU,Sensory neuron,SNPDF-pyg,2,0.03333333333333333
pygCirrusPU,Sensory neuron,SNpygM,2,0.16666666666666666
pygCirrusPU,Sensory neuron,INFVa-pyg,3,0.07894736842105263
pygCirrusPU,Sensory neuron,INsplitCR,3,0.00683371298405467
pygCirrusPU,Sensory neuron,INsplitPB,5,0.01291989664082687
pygCirrusPU,Sensory neuron,INbiaxLeg,9,0.2647058823529412
pygCirrusPU,Sensory neuron,INcomm-Upstairs,1,0.01923076923076923
pygCirrusPU,Sensory neuron,INasc-pyg,3,0.0180722891566265
pygCirrusPU,Sensory neuron,MNcrab,2,0.01785714285714285
hPU2l-asymPDF,Sensory neuron,SNbicil,2,0.125
hPU2l-asymPDF,Sensory neuron,pygPBunp,1,0.01428571428571428
hPU2l-asymPDF,Sensory neuron,cMNPDF-vcl1,2,0.08695652173913043
hPU2l-asymPDF,Sensory neuron,cMNdc,2,0.04347826086956521
hPU2l-asymPDF,Sensory neuron,INarc1,1,0.00628930817610062
hPU2l-asymPDF,Sensory neuron,INrope,4,0.04819277108433735
hPU2l-asymPDF,Sensory neuron,INMBdesc3,1,0.1
hPU2l-asymPDF,Sensory neuron,MC3cover,2,0.01418439716312056
hPU2l-asymPDF,Sensory neuron,MNmouth,1,0.03125
hPU2l-asymPDF,Sensory neuron,covercell,7,0.01083591331269349
hCR2,Sensory neuron,pygPBunp,4,0.05714285714285714
hCR2,Sensory neuron,chaeMech,4,0.02298850574712643
hCR2,Sensory neuron,ventralParaPB2,1,0.00925925925925925
hCR2,Sensory neuron,antPUc,5,0.3333333333333333
hCR2,Sensory neuron,hCirrusPU,5,0.23809523809523808
hCR2,Sensory neuron,hPUc,1,0.05263157894736842
hCR2,Sensory neuron,hCR2,25,0.25773195876288657
hCR2,Sensory neuron,VentralpygCR2,5,0.05208333333333333
hCR2,Sensory neuron,doCRunp,6,0.5454545454545454
hCR2,Sensory neuron,INCrossbow,6,0.07228915662650602
hCR2,Sensory neuron,INarc1,28,0.1761006289308176
hCR2,Sensory neuron,INrope,20,0.24096385542168677
hCR2,Sensory neuron,INCM,138,0.7752808988764045
hCR2,Sensory neuron,INsplitCR,91,0.2072892938496583
hCR2,Sensory neuron,INsplitCRATO,3,0.05084745762711865
hCR2,Sensory neuron,INsplitPUh,2,0.03448275862068965
hCR2,Sensory neuron,INbiaxLeg,3,0.08823529411764706
hCR2,Sensory neuron,INbiaxH,4,0.05128205128205128
hCR2,Sensory neuron,INbigloop,1,0.05555555555555555
hCR2,Sensory neuron,INcomm-Upstairs,1,0.01923076923076923
hCR2,Sensory neuron,INasc-pyg,1,0.00602409638554216
hCR2,Sensory neuron,INleucoPU,1,0.01724137931034482
hCR2,Sensory neuron,INcomm-Upcross,23,0.38333333333333336
hCR2,Sensory neuron,INcomm-DownL,6,0.17647058823529413
hCR2,Sensory neuron,INtorii,2,0.06060606060606061
hCR2,Sensory neuron,MC,6,0.06185567010309278
hCR2,Sensory neuron,MNant,3,0.01522842639593908
hCR2,Sensory neuron,MNcrab,6,0.05357142857142857
hCR2,Sensory neuron,MC3cover,1,0.00709219858156028
hCR2,Sensory neuron,MNgland-head,2,0.04651162790697674
hCR2,Sensory neuron,prototroch,2,0.00244498777506112
VentralpygCR2,Sensory neuron,pygPBunp,8,0.11428571428571428
VentralpygCR2,Sensory neuron,chaeMech,12,0.06896551724137931
VentralpygCR2,Sensory neuron,ventralParaPB2,2,0.01851851851851851
VentralpygCR2,Sensory neuron,hCirrusPU,1,0.04761904761904761
VentralpygCR2,Sensory neuron,pygCirrusPU,3,0.17647058823529413
VentralpygCR2,Sensory neuron,hCR2,6,0.06185567010309278
VentralpygCR2,Sensory neuron,VentralpygCR2,42,0.4375
VentralpygCR2,Sensory neuron,doCRunp,1,0.09090909090909093
VentralpygCR2,Sensory neuron,SNPDF-pyg,2,0.03333333333333333
VentralpygCR2,Sensory neuron,SNpygM,1,0.08333333333333333
VentralpygCR2,Sensory neuron,INsplitCR,73,0.1662870159453303
VentralpygCR2,Sensory neuron,INsplitCRATO,14,0.23728813559322037
VentralpygCR2,Sensory neuron,INbiaxLeg,8,0.2352941176470588
VentralpygCR2,Sensory neuron,INbiaxH,3,0.03846153846153846
VentralpygCR2,Sensory neuron,INcomm-Upstairs,8,0.15384615384615383
VentralpygCR2,Sensory neuron,INasc-pyg,6,0.03614457831325301
VentralpygCR2,Sensory neuron,INcomm-Upcross,11,0.18333333333333332
VentralpygCR2,Sensory neuron,MNcrab,20,0.17857142857142858
VentralpygCR2,Sensory neuron,cioMNcover,3,0.1875
doCRunp,Sensory neuron,pygPBunp,1,0.01428571428571428
doCRunp,Sensory neuron,hCirrusPU,1,0.04761904761904761
doCRunp,Sensory neuron,hCR2,3,0.03092783505154639
doCRunp,Sensory neuron,INrope,1,0.01204819277108433
doCRunp,Sensory neuron,INCM,3,0.01685393258426966
doCRunp,Sensory neuron,INsplitCR,4,0.00911161731207289
doCRunp,Sensory neuron,INcomm-DownL,2,0.0588235294117647
doCRunp,Sensory neuron,MC,1,0.01030927835051546
doCRunp,Sensory neuron,MNcrab,3,0.02678571428571428
SN-DLSO1.0,Sensory neuron,SN-DLSO,12,0.11009174311926606
SN-DLSO1.0,Sensory neuron,SN-DLSO2l,10,0.3333333333333333
SN-DLSO1.0,Sensory neuron,SNMB2,2,0.14285714285714285
SN-DLSO1.0,Sensory neuron,SNadNS22,1,0.5
SN-NS1,Sensory neuron,SNnuchNS,1,0.04166666666666666
SN-NS1,Sensory neuron,SN-DLSO1.2,1,0.09090909090909093
SN-NS1,Sensory neuron,SN-DLSO,4,0.03669724770642202
SN-NS1,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SN-NS1,Sensory neuron,SN-ASTC,1,0.02040816326530612
SN-NS1,Sensory neuron,SN-MIP4,1,1
SN-NS1,Sensory neuron,SN-WLD,1,0.0238095238095238
SN-NS1,Sensory neuron,SN-NS15,1,0.3333333333333333
SN-NS1,Sensory neuron,SN-NS22,2,0.3333333333333333
SN-NS1,Sensory neuron,SN-YF5cil,1,0.04545454545454545
SN-NS1,Sensory neuron,INRGWa,1,0.00342465753424657
SN-NS3,Sensory neuron,SN-DLSO1.2,1,0.09090909090909093
SN-NS3,Sensory neuron,SN-WLD,7,0.16666666666666666
SN-NS3,Sensory neuron,SN-NS5,1,0.09090909090909093
SN-NS3,Sensory neuron,SN-NS27,1,1
SN-NS3,Sensory neuron,SN-NS18,1,0.25
SN-NS3,Sensory neuron,SN-NS16,2,0.18181818181818185
SN-NS3,Sensory neuron,SN-DLSO1.3,1,0.08333333333333333
SN-NS4,Sensory neuron,SN47Ach,1,0.14285714285714285
SN-NS4,Sensory neuron,SN-NS19,1,0.01428571428571428
SN-NS4,Sensory neuron,INRGWa,1,0.00342465753424657
SN-NS4,Sensory neuron,INarc2,3,0.03225806451612903
SN-NS4,Sensory neuron,INDLSO,1,0.0588235294117647
SN-NS15,Sensory neuron,SNnuchNS,6,0.25
SN-NS15,Sensory neuron,SN-DLSO,1,0.0091743119266055
SN-NS15,Sensory neuron,SN-NS15,1,0.3333333333333333
SN-NS15,Sensory neuron,SN-YF5cil,10,0.4545454545454546
SN-NS15,Sensory neuron,SN-NS16,1,0.09090909090909093
SNaant,Sensory neuron,SNMB2,1,0.07142857142857142
SNaant,Sensory neuron,INbiax,1,0.02941176470588235
SNaant,Sensory neuron,INdc,3,0.12
SNaant,Sensory neuron,INW,1,0.01075268817204301
SNaant,Sensory neuron,INMBtype7,2,0.16666666666666666
SNaant,Sensory neuron,INZ,11,0.24444444444444444
SNaant,Sensory neuron,INcomm-Upstairs,1,0.01923076923076923
SNPDF-pyg,Sensory neuron,ventralParaPB2,1,0.00925925925925925
SNPDF-pyg,Sensory neuron,hCirrusPU,1,0.04761904761904761
SNPDF-pyg,Sensory neuron,SNstiff,6,0.4
SNPDF-pyg,Sensory neuron,cMNdc,3,0.06521739130434782
SNPDF-pyg,Sensory neuron,INrope,1,0.01204819277108433
SNPDF-pyg,Sensory neuron,INsplitCR,3,0.00683371298405467
SNPDF-pyg,Sensory neuron,INsplitPB-RF/Ya,2,0.1
SNPDF-pyg,Sensory neuron,INsplitPBant,1,0.01298701298701298
SNPDF-pyg,Sensory neuron,INsplitPB,5,0.01291989664082687
SNPDF-pyg,Sensory neuron,INsplitPUh,3,0.05172413793103448
SNPDF-pyg,Sensory neuron,INleucoPU,1,0.01724137931034482
SNPDF-pyg,Sensory neuron,INcommascFV,1,0.0625
SNPDF-pyg,Sensory neuron,INdescLuqinPDF,8,0.1702127659574468
SNPDF-pyg,Sensory neuron,INbiaxHmid,1,0.25
SNPDF-pyg,Sensory neuron,INhorn,1,0.01818181818181818
SNPDF-pyg,Sensory neuron,INMBPDF,5,0.16129032258064516
SNPDF-pyg,Sensory neuron,INtorii,5,0.15151515151515152
SNPDF-pyg,Sensory neuron,INiaStiff,2,0.10526315789473684
SNPDF-pyg,Sensory neuron,MNant,3,0.01522842639593908
SNPDF-pyg,Sensory neuron,MNspinning,1,0.00581395348837209
SNPDF-pyg,Sensory neuron,Loop,1,0.00694444444444444
SNPDF-pyg,Sensory neuron,MC3cover,1,0.00709219858156028
SN-NS22,Sensory neuron,SN-DLSO1.2,1,0.09090909090909093
SN-NS22,Sensory neuron,SN-DLSO,2,0.01834862385321101
SN-NS22,Sensory neuron,SN-WLD,2,0.04761904761904761
SN-NS5,Sensory neuron,SN-MIP1,1,0.02439024390243902
SN-NS5,Sensory neuron,SN-NS20,1,0.05
SN-NS5,Sensory neuron,SN-NS16,1,0.09090909090909093
SN-NS5,Sensory neuron,INpreSer,2,0.25
SN-NS5,Sensory neuron,INRGWa,16,0.0547945205479452
SN-NS5,Sensory neuron,INarc2,1,0.01075268817204301
SN-NS17,Sensory neuron,SN-DLSO,3,0.02752293577981651
SN-NS17,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SN-NS17,Sensory neuron,SNMB2,1,0.07142857142857142
SN-NS17,Sensory neuron,SN-DLSO3,1,0.09090909090909093
SN-NS17,Sensory neuron,SN-NS22,1,0.16666666666666666
SN-NS17,Sensory neuron,SN-DLSO1.3,1,0.08333333333333333
SN-YF5cil,Sensory neuron,cPRC,2,0.2222222222222222
SN-YF5cil,Sensory neuron,SNnuchNS,4,0.16666666666666666
SN-YF5cil,Sensory neuron,SN-DLSO,2,0.01834862385321101
SN-YF5cil,Sensory neuron,SN-ASTC,1,0.02040816326530612
SN-YF5cil,Sensory neuron,SN-MIP1,1,0.02439024390243902
SN-YF5cil,Sensory neuron,SN-WLD,2,0.04761904761904761
SN-YF5cil,Sensory neuron,SN-NS15,1,0.3333333333333333
SN-YF5cil,Sensory neuron,INarc2,1,0.01075268817204301
SN-NS19,Sensory neuron,MC3cover,1,0.00709219858156028
SN-NS20,Sensory neuron,cPRC,1,0.1111111111111111
SN-NS6,Sensory neuron,SN-DLSO2l,2,0.06666666666666667
SN-NS29,Sensory neuron,SNnuchPDF,1,0.0099009900990099
SN-NS29,Sensory neuron,SN-DLSO,1,0.0091743119266055
SN-NS29,Sensory neuron,SN-MIP1,1,0.02439024390243902
SN-NS29,Sensory neuron,SN-WLD,2,0.04761904761904761
SN-NS29,Sensory neuron,SN47Ach,1,0.14285714285714285
SN-NS29,Sensory neuron,INarc2,1,0.01075268817204301
SN-NS29,Sensory neuron,INpear,1,0.1111111111111111
SN-NS29,Sensory neuron,Glia-pigmented,1,0.125
SN-NS27,Sensory neuron,cPRC,1,0.1111111111111111
SN-NS27,Sensory neuron,SN-DLSO,1,0.0091743119266055
SN-NS27,Sensory neuron,SN-MIP1,1,0.02439024390243902
SN-NS27,Sensory neuron,SN-NS3,1,0.3333333333333333
SN-NS27,Sensory neuron,SN-NS17,1,0.125
SN-NS27,Sensory neuron,SN-YF5cil,1,0.04545454545454545
SN-NS27,Sensory neuron,SN-NS18,2,0.5
SN-NS18,Sensory neuron,SNnuchNS,1,0.04166666666666666
SN-NS18,Sensory neuron,SN-DLSO,1,0.0091743119266055
SN-NS18,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SN-NS18,Sensory neuron,SN-WLD,1,0.0238095238095238
SN-NS18,Sensory neuron,SN-NS16,1,0.09090909090909093
SN-NS18,Sensory neuron,INRGWa,1,0.00342465753424657
SN-NS18,Sensory neuron,INNOS,3,0.04347826086956521
SN-NS16,Sensory neuron,SNnuchNS,5,0.20833333333333337
SN-NS16,Sensory neuron,SN-WLD,1,0.0238095238095238
SN-NS16,Sensory neuron,SN-NS5,1,0.09090909090909093
SN-NS16,Sensory neuron,SN-YF5cil,5,0.2272727272727273
SN-NS16,Sensory neuron,INRGWa,4,0.0136986301369863
SNadNS22,Sensory neuron,SN-DLSO,1,0.0091743119266055
SNadNS22,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SNadNS22,Sensory neuron,SN-DLSO1.0,1,0.125
SNadNS22,Sensory neuron,SN-NS17,1,0.125
SNadNS22,Sensory neuron,SNadNS22,1,0.5
SNFVa,Sensory neuron,ventralParaPB2,1,0.00925925925925925
SNFVa,Sensory neuron,SNPDF-pyg,1,0.01666666666666666
SNFVa,Sensory neuron,SNblunt,3,0.13043478260869565
SNFVa,Sensory neuron,INrope,1,0.01204819277108433
SNFVa,Sensory neuron,INsplitPB,5,0.01291989664082687
SNFVa,Sensory neuron,INasc-pyg,1,0.00602409638554216
SNFVa,Sensory neuron,INsplitBronto,1,0.0125
SNFVa,Sensory neuron,INdescLuqinPDF,1,0.02127659574468085
SNFVa,Sensory neuron,INcommdescFVa,4,0.26666666666666666
SNFVa,Sensory neuron,INhorn,1,0.01818181818181818
SNFVa,Sensory neuron,INiaStiff,1,0.05263157894736842
SNFVa,Sensory neuron,MNspinning,7,0.04069767441860465
SNFVa,Sensory neuron,Loop,1,0.00694444444444444
SNFVa,Sensory neuron,MNbiramous,1,0.01075268817204301
SNFVa,Sensory neuron,MNring,1,0.0059880239520958
SNFVa,Sensory neuron,MNbow,2,0.08
SNFVa,Sensory neuron,MC3cover,18,0.1276595744680851
SNblunt,Sensory neuron,ventralParaPB2,3,0.02777777777777777
SNblunt,Sensory neuron,ventralParaPU1,1,0.02222222222222222
SNblunt,Sensory neuron,SNFVa,4,0.10256410256410256
SNblunt,Sensory neuron,cMNdc,1,0.0217391304347826
SNblunt,Sensory neuron,INCM,2,0.01123595505617977
SNblunt,Sensory neuron,INMC3,1,0.07692307692307693
SNblunt,Sensory neuron,INsplitPB,4,0.0103359173126615
SNblunt,Sensory neuron,INsplitPUh,5,0.08620689655172414
SNblunt,Sensory neuron,INbiaxH,2,0.02564102564102564
SNblunt,Sensory neuron,INsplitBronto,2,0.025
SNblunt,Sensory neuron,INsplitVent,3,0.08823529411764706
SNblunt,Sensory neuron,INcommascFV,2,0.125
SNblunt,Sensory neuron,MNant,1,0.00507614213197969
SNblunt,Sensory neuron,MNspinning,3,0.01744186046511628
SNblunt,Sensory neuron,Loop,1,0.00694444444444444
SNblunt,Sensory neuron,MC3cover,8,0.05673758865248227
SNblunt,Sensory neuron,Ser-tr1,1,0.01
SN-DLSO1.3,Sensory neuron,SNnuchPDF,5,0.04950495049504951
SN-DLSO1.3,Sensory neuron,SNPDF-dc,10,0.9090909090909092
SN-DLSO1.3,Sensory neuron,SN-DLSO,1,0.0091743119266055
SN-DLSO1.3,Sensory neuron,SN-DLSO2l,1,0.03333333333333333
SN-DLSO1.3,Sensory neuron,SN-WLD,4,0.09523809523809525
SN-DLSO1.3,Sensory neuron,SN-DSO17,2,0.10526315789473684
SN-DLSO1.3,Sensory neuron,SN-DLSO1.3,1,0.08333333333333333
SN-DLSO1.3,Sensory neuron,SNtorii,1,0.5
SNstiff,Sensory neuron,SNhorn,1,0.125
SNstiff,Sensory neuron,hPUc1,1,0.1111111111111111
SNstiff,Sensory neuron,cMNdc,1,0.0217391304347826
SNstiff,Sensory neuron,INarc1,1,0.00628930817610062
SNstiff,Sensory neuron,INcommascFV,1,0.0625
SNstiff,Sensory neuron,INdescLuqinPDF,1,0.02127659574468085
SNstiff,Sensory neuron,INhorn,8,0.14545454545454545
SNstiff,Sensory neuron,INMBPDF,5,0.16129032258064516
SNstiff,Sensory neuron,INiaStiff,5,0.2631578947368421
SNstiff,Sensory neuron,metatroch,1,0.00869565217391304
SNbronto,Sensory neuron,chaeMech,5,0.02873563218390804
SNbronto,Sensory neuron,ventralParaPB2,1,0.00925925925925925
SNbronto,Sensory neuron,INrope,12,0.14457831325301204
SNbronto,Sensory neuron,INCM,3,0.01685393258426966
SNbronto,Sensory neuron,INsplitCR,2,0.00455580865603644
SNbronto,Sensory neuron,INMC3,1,0.07692307692307693
SNbronto,Sensory neuron,INbiax,1,0.02941176470588235
SNbronto,Sensory neuron,INsplitPB,2,0.00516795865633075
SNbronto,Sensory neuron,INsplitPUh,1,0.01724137931034482
SNbronto,Sensory neuron,INasc-pyg,4,0.02409638554216867
SNbronto,Sensory neuron,INsplitBronto,20,0.25
SNbronto,Sensory neuron,INMBdesc2,1,0.0625
SNbronto,Sensory neuron,MNspinning,5,0.02906976744186046
SNbronto,Sensory neuron,Loop,1,0.00694444444444444
SNbronto,Sensory neuron,MC3cover,20,0.14184397163120568
SNpygM,Sensory neuron,pygPBunp,1,0.01428571428571428
SNpygM,Sensory neuron,ventralParaPB2,2,0.01851851851851851
SNpygM,Sensory neuron,SNPDF-pyg,13,0.21666666666666667
SNpygM,Sensory neuron,INsplitCR,2,0.00455580865603644
SNpygM,Sensory neuron,INsplitPB,3,0.00775193798449612
SNpygM,Sensory neuron,INbiaxH,2,0.02564102564102564
SNpygM,Sensory neuron,INasc-pyg,17,0.10240963855421686
SNpygM,Sensory neuron,INcomm-DownL,1,0.02941176470588235
SNpygM,Sensory neuron,INbiaxHmid,2,0.5
SN-DLSO1.1,Sensory neuron,hPUc1,1,0.1111111111111111
SN-DLSO1.1,Sensory neuron,hPUc,1,0.05263157894736842
SN-DLSO1.1,Sensory neuron,dsoPUc1unp,1,0.3333333333333333
SN-DLSO1.1,Sensory neuron,MC2biax-1,1,0.5
SN-DLSO1.1,Sensory neuron,INfoot,1,0.08333333333333333
SN-DLSO1.1,Sensory neuron,MC3cover,2,0.01418439716312056
SNtorii,Sensory neuron,SNnuchPDF,5,0.04950495049504951
SNtorii,Sensory neuron,SNlasso,2,0.06451612903225806
SNtorii,Sensory neuron,SN-DSO17,1,0.05263157894736842
SNtorii,Sensory neuron,SN-DLSO1.3,4,0.3333333333333333
SNtorii,Sensory neuron,INZ,1,0.02222222222222222
SNtorii,Sensory neuron,INbigloop,4,0.2222222222222222
SNtorii,Sensory neuron,INasc-pyg,4,0.02409638554216867
SNtorii,Sensory neuron,INhorn,7,0.12727272727272726
SNtorii,Sensory neuron,INtorii,8,0.24242424242424243
SNtorii,Sensory neuron,MNant,7,0.03553299492385787
SNtrpa,Sensory neuron,INW,4,0.04301075268817204
SNtrpa,Sensory neuron,INMBtype2,1,0.3333333333333333
IN1,interneuron,PRC,1,0.03448275862068965
IN1,interneuron,IN1,87,0.21014492753623187
IN1,interneuron,INton,28,0.8484848484848485
IN1,interneuron,INsn,2,0.01886792452830188
INton,interneuron,MS5,2,0.14285714285714285
